Category;Title;Ingredients
entree;Soupe de maïs aux moules par Laurent Mariotte;moules, maïs, oignon rouge, piment vert, bouillon de volaille, sel et poivre, huile d'olive
entree;Soupe de pois chiches, carottes et chou-fleur;huile d'olive, poivre, sel, curcuma, oignon, pois chiches, carotte, chou-fleur, bouillon de poule, paprika, concentré de tomates
entree;Soupe fraîche de concombre et noix concassées;sel, poivre, huile d'olive, tabasco, concombre, eau, yaourt nature, eau, cerneau de noix, ail
entree;Tartare avocat saumon cornichons;sel, poivre, huile d'olive, avocat, saumon fumé, échalote, cornichons, citron, ciboulette
entree;Tartare d'avocat à la pomme verte;sel, poivre, huile d'olive, pomme, crabe, avocat, paprika
entree;Tartare de saumon et sa chantilly au lard fumé;sel, poivre, huile d'olive, lard fumé, crème fraîche, saumon frais, échalote, ciboulette, jus de citron
entree;Tarte aux feuilles de bricks;muscade, crème fraîche, polenta, brick, oeuf, thon, tomates confites à l’huile, mozzarella, basilic
entree;Tartine de jambon de bayonne au parmesan;persil, beurre, pain de campagne, jambon cru, Parmesan
entree;Tartines à l'oeuf et au thon;sel, poivre, gruyère râpé, huile d'olive, pain de mie, tomate, thon, oeuf, basilic
entree;Timbale milanaise;sel, poivre, beurre, gruyère râpé, sauce tomate, macaroni, parmesan râpé, bouquet garni, beurre, farine, truffe, jambon cru, champignon, saucisse, chipolata, quenelle, ris de veau
entree;timbale milanaise au poulet (pour accomoder les restes);muscade, sel, poivre, gruyère râpé, farine, beurre, coquillettes, poulet, champignons de Paris, lait
entree;Tourte facile au jambon et aux champignons de Paris;beurre, oignon, champignons de Paris, jambon cru, pâte feuilletée, jaune d'oeuf
entree;"Velouté chou fleur version ""asiatique""";sel, poivre, gingembre, crème fraîche, beurre, curry, chou-fleur, citronnelle, bouillon de légumes
entree;Velouté de courgettes à l'avocat;sel, poivre, romarin, oignon, courgette, avocat, bouillon de volaille, Foie gras
entree;velouté tomates, lentilles, pois chiches;huile d'olive, sel, poivre, pois chiches, tomate, lentilles, ail, épices à couscous, eau
entree;Tartine de Saint Nectaire au jambon de pays;pain de campagne, saint-nectaire, jambon
entree;Salade légère de concombre au poisson fumé;sel, moutarde, coriandre, cumin, tomates cerise, concombre, marlin, pomme, raisins secs, noisettes, yaourt nature, combava, citron, mélange 5 baies
entree;Buche légère poire pain d'épice;gingembre, abricot, pain d'épices, sucre, gélatine, eau, sucre vanillé, poire, café
entree;Carpaccio de boeuf au basilic;sel, poivre, huile d'olive, boeuf, citron, Parmesan, basilic frais
entree;Feuilletés ricotta et asperges;vinaigre balsamique, poivre, tomate, asperge, asperge, pâte feuilletée, mesclun, ricotta, jambon sec
entree;Pain de saumon au coulis de poireau;sel, poivre, crème fraîche, saumon, oeuf, sel, poivre, beurre, crème fraîche, poireau
entree;Soupe à la semoule et dent-de-lion;eau, semoule, pissenlit, jaune d'oeuf, lait
entree;Soupe aux céleri et aux courgettes;huile d'olive, sel, poivre, coriandre, oignon, tomate, courgette, céleri, cube de bouillon, eau, ail
entree;Terrine de fromages;roquefort, cantal, gouda, mimolette, cerneau de noix, Fines herbes
entree;Velouté de potiron au lait de coco;sel, poivre, épices, potiron, patate douce, ail, lait de coco, lait concentré non sucré
entree;Verrine de radis;piment d'Espelette, poivre, sel, tomate, radis, oseille, chapelure, eau, crème fraîche liquide, estragon
entree;Bricks surimi mangue;sel, poivre, brick, mangue, surimi, ricotta
entree;Potage au parmesan;muscade, sel, poivre, beurre, farine, lait, jaune d'oeuf, parmesan râpé
entree;Bricks au fromage et à la ciboulette;huile, huile d'olive, Vache qui rit®, brick, ciboulette, basilic
entree;Bricks au jambon et aux oeufs;brick, jambon, oeuf, gruyère
entree;Bricks poireaux saumon et Vache qui Rit;poivre, sel, oignon, poireau, brick, saumon fumé, Vache qui rit®
entree;carpaccio de courgettes, tomates et feta;persil, huile d'olive, vinaigre balsamique, tomate, courgette, feta, olives noires, basilic, ail
entree;Carpaccio de la mer ( St Jacques et saumon fumé );poivre blanc, coriandre, fleur de sel, noix de saint-jacques, saumon fumé, citron, huile de noisette
entree;Cassolettes de Saint-Jacques au Companion;persil, beurre, farine, crème fraîche, whisky, oignon, crevettes, noix de saint-jacques, champignons de Paris, ail, vin blanc, sel et poivre
entree;Ceviche (Costa Rica);poivre, sel, coriandre, poivron, piment, poisson, oignon blanc, lime, canette
entree;Clafoutis de tomates cerises au chèvre et au comté;sel, poivre, comté, tomates cerise, fromage de chèvre, oeuf, crème fraîche épaisse, lait, herbes de Provence, ail
entree;Crème de carotte légère Seignalet;curcuma, curry, carotte, tahiné, citron
entree;Croquette de viande facile;sel, poivre, farine, viande, chapelure, oeuf
entree;Fatteh aux pois chiche;beurre, sel, pois chiches, yaourt nature, ail, pignons, galette
entree;Feuilleté Aïnos (jambon / épinards);poivre, tomate, pâte feuilletée, oeuf, jambon, épinards, crème, jaune d'oeuf
entree;Feuilleté au camembert;sel, poivre, vinaigre de cidre, huile d'olive, miel liquide, noix, pâte feuilletée, camembert, jaune d'oeuf, salade
entree;Feuilleté au surimi;beurre, tabasco, persil, coriandre, oignon, surimi, oeuf, biscotte, ail, gouda, pâte feuilletée, jaune d'oeuf
entree;Feuilleté de sardines;crème fraîche, pâte feuilletée, sardine, jus de citron
entree;Feuilletés à la ricotta et au bacon;huile, poivre, sel, crème fraîche, tomate séchée, pâte feuilletée, ricotta, bacon, jaune d'oeuf
entree;Feuilletés au poulet, poivrons et pruneaux;gingembre, coriandre, pruneau, courgette, carotte, poivron vert, poivron rouge, oignon, eau, cube de bouillon, épices pour tajine, escalope, pâte feuilletée
entree;Feuilletés au saumon et au chèvre;fromage de chèvre, saumon fumé, pâte feuilletée
entree;Feuilletés Nîmois;sel, poivre, tomate séchée, pâte feuilletée, brandade, jaune d'oeuf, Fines herbes
entree;Feuilletés poulet-poireau;huile, poireau, beurre, poivre blanc, poulet, épices à volaille, sauce soja, oignon nouveau, eau, bouillon de poule, crème, brick
entree;Flan aux girolles et lardons;huile d'olive, crème fraîche, sel, poivre, fromage blanc, girolles, oeuf, lard, groseilles
entree;Flan de courgettes au Cooking Chef;gruyère râpé, courgette, oeuf, lait, basilic, sel et poivre
entree;Gambas à l'armoricaine au Companion;huile d'olive, cognac, crème fraîche, persil, oignon, gambas, échalote, ail, vin blanc, coulis de tomate, sel et poivre
entree;Gaspacho  melon  coco  avocat;vanille, melon, avocat, pastèque, jus de citron, lait de coco
entree;Gaspacho à la Fécampoise;colorant alimentaire, poivron rouge, sel, poivre, vinaigre balsamique, ail, tomates pelées, concombre, sauce huître, eau, moules
entree;Gâteau aux tomates confites et mozzarella au Cookeo;huile d'olive, levure chimique, farine, tomate séchée à l'huile d'olive, mozzarella, oeuf, lait, basilic frais, herbes de Provence, sel et poivre
entree;Le soufflé au thon du paternel;sel, poivre, farine, gruyère râpé, beurre, oeuf, lait, thon
entree;Les Tartines du dimanche soir;sel, lardons, crème fraîche, pain de campagne, oeuf, gruyère
entree;Ma soupe de légumes verts;huile d'olive, poivre, sel, oignon, brocoli, haricots verts, épinards, pomme de terre, rutabaga, salade, eau
entree;Millefeuille aubergines tomates mozzarella;sucre en poudre, sel, fleur de sel, thym, huile d'olive, tomate, aubergine, basilic, mozzarella
entree;Minestrone au pistou au Monsieur Cuisine;huile d'olive, oignon, courgette, haricots blancs, haricots verts, petites pâtes, pomme de terre, tomates pelées, sauge, sel et poivre, huile d'olive, basilic, ail, parmesan râpé
entree;Mini bricks façon quiche lorraine;huile d'olive, crème fraîche, oignon, lardons, brick, oeuf
entree;Oeuf cocotte (micro-ondes);sel, crème fraîche, beurre, oeuf, ciboulette, oeuf
entree;Oeuf en cocotte au parmesan;oeuf, Parmesan
entree;Pain de courgettes au thon et au surimi;poivre, sel, huile d'olive, crème fraîche, courgette, oeuf, thon, surimi, ail
entree;Pâté en croûte mariné au vin blanc;feuille de laurier, thym, persil, moutarde, oignon, gruyère râpé, porc, veau, pâte brisée, oeuf, vin blanc
entree;Père Noël : entrée pour Noël;persil, oignon, vinaigre, sel, poivre, huile d'olive, tomate, oeuf, macédoine, poulet, mayonnaise, salade, renne, fromage
entree;Petit soufflé de pommes de terre;sel, poivre, beurre, pomme de terre, crème fleurette, oeuf
entree;Poireau tressé, œuf au nid de Bruno Verjus;sel, huile, vinaigre, huile, poireau, oeuf, Fleurs
entree;Potage facile aux rutabagas;crème fraîche, poivre, sel, poireau, rutabaga, pomme de terre, cube de bouillon, eau, croûtons
entree;Potage girolles pommes de terre;sel, poivre, beurre, crème fraîche, vinaigre balsamique, oignon, pomme de terre, bouillon de légumes, céleri branche, girolles, ciboulette
entree;Potage glacé au concombre et au lait de coco;coriandre, beurre, échalote, concombre, eau, cube de bouillon, lait de coco, cacahuète grillée
entree;Rafraichissant de radis;huile d'olive, vinaigre balsamique, sel, poivre, lardons, crème fraîche, tomate, radis
entree;Roulé au saumon tartare;pâte brisée, saumon fumé, fromage frais, oeuf
entree;Roulés feuilletés au saucisson à l'ail;pâte feuilletée, saucisson à l'ail, lait, pavot
entree;Saucisson à la provençale;sel, poivre, huile d'olive, tomate, saucisson, ail, échalote, vin blanc
entree;Saucisson poché à la bourguignonne;sel, poivre, persil, vinaigre, saucisson, pomme de terre, crème fraîche épaisse, ail
entree;Soufflé au fromage et lardons;levure, lardons, farine, fromage frais, lait
entree;Soufflé Léger de courgettes;sel, purée, courgette, oeuf, Parmesan, Sauce blanche
entree;Soupe à la quinoa;gruyère râpé, sel, poivre, beurre, feuille de laurier, oignon, poireau, carotte, pomme de terre, quinoa
entree;Soupe à la Vache qui rit;poivre, origan, thym, romarin, poireau, oignon, boeuf haché, Vache qui rit®, bouillon, paprika
entree;Soupe aux petit pois et chorizo;oignon, petits pois, chorizo, ail
entree;Soupe courgette et pommes de terre;gros sel, persil, crème fraîche, courgette, pomme de terre, herbes de Provence, basilic, menthe
entree;Soupe de champignons ultra-facile;champignon, cube de bouillon, crème fraîche liquide
entree;Soupe de laitue aux légumes-racines;sel, poivre, huile d'olive, carotte, laitue, panais, pomme de terre, cube de bouillon
entree;Soupe de lentilles et lardons;sel, cumin, curry, crème fraîche, gingembre, carotte, oignon, lardons, céleri, ail, lentilles, bouillon de poule, poivre de Cayenne
entree;Soupe de pastèque et féta;sel, pastèque, citron, basilic, feta
entree;Soupe de poireaux et de carottes;gros sel, oignon, carotte, poireau, pomme de terre
entree;Soupe de pois cassés de ma mère;poivre, sel, lard fumé, oignon, tomate, pois cassés, blanc de poireau, ail
entree;Soupe de poulet pakistanaise;curcuma, curry, coriandre, huile de tournesol, sel, feuille de laurier, oignon, poulet entier, ail, cannelle, lime, lait de coco, bouillon
entree;Soupe de thon gourmande;piment d'Espelette, huile d'olive, courgette, oignon, thon, homard, eau, concentré de tomates, paprika, bouquet garni
entree;Soupe épicée (pomme de terre, carotte);huile d'olive, tomate, poivre, sel, gingembre, purée de piment, oignon, carotte, pomme de terre, crème liquide, bouquet garni
entree;Soupe feeling de patate douce et potimarron;huile d'olive, sel, muscade, coriandre, carotte, patate douce, potimarron, oignon rouge, bouillon de volaille, sauce soja, cannelle, eau
entree;Soupe froide tomates poivrons;persil, sel, poivre, vin rouge, oignon, huile d'olive, poivron rouge, tomate, ail, bouillon de volaille
entree;Soupe glacée de courgettes au fromage frais;poivre, sel, oignon, courgette, concombre, fromage frais
entree;Soupe rose d'automne;sel, poivre, farine, clou de girofle, feuille de laurier, betterave, chou blanc, pomme, bouillon
entree;Soupe roumaine;sel, poivre, persil, crème fraîche, tomate, poivron rouge, carotte, lardons fumés, pomme de terre, haricots verts, paprika
entree;Soupe verte printanière et légère;sel, poivre, courgette, persil, oignon, radis, oignon nouveau, laitue, pomme de terre, oseille, céleri, eau
entree;Tartare de maquereau aux graines de fenouil caramélisées;sel, poivre, rhum, sucre roux, huile, gingembre, oignon, maquereau, citron vert, graine de fenouil
entree;Tartare de saumon et avocat;poivre, sel, avocat, saumon frais, saumon fumé, échalote, citron, baies roses, yaourt brassé, ciboulette
entree;Tartare de saumon frais à l'aneth;sel, poivre, tabasco, miel liquide, aneth, huile d'olive, tomate, coeur de saumon, citron vert, épinards frais
entree;Tartare de saumon-avocat à la feta;saumon, feta, avocat, jus de citron
entree;Tartine au miel et à la mozarella;miel liquide, tabasco, persil, huile d'olive, oignon, pain complet, mozzarella, jambon, blanc d'oeuf, paprika, vin blanc, herbes de Provence
entree;Tartine de chèvre à la confiture de poivron / romarin;sel, poivre, crème fraîche, romarin, sucre, huile d'olive, poivron rouge, pain de campagne, bûche de chèvre
entree;Tartine de chèvre frais et jambon cru;poivre, oignon, pain de campagne, chèvre frais, jambon cru, crème, paprika
entree;Tartine fraicheur au saumon;persil, moutarde à l'ancienne, gingembre, poivron rouge, saumon, échalote, jaune d'oeuf
entree;Tartine oeuf mimosa;poivre, sel, huile, moutarde, pain, oeuf, jaune d'oeuf, thon, paprika
entree;Tartines au fromage blanc (Belgique);sel, poivre, fromage blanc, oignon, pain de campagne, radis, ciboulette
entree;Tartines de ch'Nord;sel, poivre, moutarde, boeuf haché, oignon, pain, maroilles
entree;Tartines poire-fromage;pain de campagne, fourme d'ambert, poire, salade
entree;Terrine de courgettes aux herbes fraîches;sel, poivre, piment de Cayenne, persil, beurre, courgette, oeuf, crème, menthe, cerfeuil, curry, sel, poivre, brique, herbes
entree;terrine de légumes expresse;sel, poivre, persil, crème fraîche, macédoine, oeuf, ciboulette
entree;terrine de petits pois à la menthe;sel, poivre, fromage blanc, gélatine, petits pois, menthe, blanc d'oeuf
entree;Terrine de poisson (merlu/cabillaud);curry, persil, crème fraîche, oeuf, pain de mie, poisson, surimi, ciboulette
entree;Terrine de poisson au basilic au Monsieur Cuisine;crème fraîche, truite, poisson, oeuf, concentré de tomates, basilic, sel et poivre
entree;Terrine de porc au lard;cognac, quatre-épices, poivre, sel, échine de porc, foie, lard, barde de lard, oeuf, échalote, ail
entree;Terrine de ricotta aux poivrons;tomate, pesto, poivron rouge, ricotta, oeuf, olives noires
entree;Tomates mozzarella multicolores façon burger;poivre, sel, vinaigre, huile, tomate, mozzarella, basilic
entree;Velouté au Maredsou;beurre, thym, sel, poivre, carotte, oignon, concentré de tomates, pomme de terre, crème, laurier
entree;Velouté aux 5 légumes;farine, curry, gingembre, curcuma, huile d'olive, beurre, tomate, carotte, courgette, poireau, pomme de terre, basilic frais
entree;Velouté de betteraves et chèvre;sel, poivre, betterave, chèvre frais, yaourt à la grecque
entree;Velouté de carottes au curry;poivre, sel, curry, gingembre, oignon, huile d'olive, carotte, pomme de terre, crème
entree;Velouté de champignons au micro ondes;sel, farine, oignon, beurre, champignons de Paris, lait, bouillon de poule
entree;Velouté de chou fleur facile;muscade, sel, poivre, chou-fleur, lait, fromage ail et fines herbes
entree;Velouté de chou romanesco à la noix de muscade;crème fraîche, beurre, sel, poivre, chou romanesco, pomme de terre, eau, cube de bouillon
entree;Velouté de citrouille;sucre, citrouille, lait, pain
entree;Velouté de fèves simple;sel, crème fraîche, beurre, cumin, oignon, carotte, poireau, fèves, pomme de terre, céleri, bouillon de volaille, paprika
entree;Velouté de potimarron & miel;sel, poivre, piment de Cayenne, miel, potimarron, échalote, crème
entree;Velouté de topinambour au miel et au curry;huile d'olive, crème fraîche, curry, miel, topinambour, eau, cube de bouillon
entree;Velouté froid de poireaux;sel, poivre, beurre, crème fraîche, oignon, poireau, pomme de terre, bouillon, lait, cerfeuil
entree;Velouté glacé onctueux au concombre et au yaourt;sel, poivre, yaourt, fromage blanc, oignon, concombre, eau, ciboulette, menthe
entree;Velouté poireaux coco;oignon, poireau, pomme de terre, ail, bouillon de volaille, crème de coco
entree;Velouté vert de printemps, petits pois, épinards et menthe;sel, poivre, oignon, petits pois, épinards, kub or, menthe, crème fraîche liquide
entree;Aumônières de raisin au coulis de muscade;huile, sel, vanille, beurre, farine, lait, oeuf, muscade, clou de girofle, sucre, raisin blanc
entree;Bricks aux pommes de terre, carottes et aux petits pois;beurre, brick, pomme de terre, carotte, petits pois, persil, oeuf, blanc d'oeuf, sel, poivre
entree;Bruschetta d’endives à la provençale;endive, huile d'olive, vinaigre balsamique, tomate, câpres, basilic, olives noires, pain, pesto rosso, sel et poivre
entree;Cake au reblochon rapide;levure, noix, huile, farine, reblochon, crème fraîche liquide, vin blanc, oeuf
entree;Cannelés à la poudre de sauterelles grillées;farine, chèvre frais, sauterelle, beurre demi-sel, herbes, oeuf, lait, sel, poivre, piment d'Espelette
entree;Carré frais contre velouté chaud;muscade, poivre, sel, miel, potimarron, crème fleurette, carré frais, huile de noisette, ciboulette
entree;Chausson feuilleté poireau, jambon, fromage frais;poireau, pâte feuilletée, jaune d'oeuf, jambon, fromage frais
entree;Feuilleté au jambon et au fromage;gruyère râpé, pâte feuilletée, jambon, jaune d'oeuf
entree;Feuilleté aux champignons;sel, poivre, huile d'olive, farine, beurre, girolles, champignons de Paris, pâte feuilletée
entree;feuilleté de saumon, sauce aux herbes (16ème rencontre Marmiton);sel, poivre, persil, pâte feuilletée, saumon, oeuf, pain de mie, échalote, ail, fleur de sel, beurre, crème fraîche épaisse, jus de citron, herbes, baie moulu
entree;Feuilletés de tomates, parmesan et crème d'ail;gros sel, sel, poivre, thym, huile d'olive, tomate, Parmesan, pâte feuilletée, ail, jaune d'oeuf, crème liquide
entree;Flan de courgettes facile sans gluten;sel, poivre, gruyère râpé, maïzena, crème fraîche, courgette, lait, oeuf, herbes de Provence
entree;Gaspacho de concombre à l'huile de cacahuète;sel, poivre, huile, concombre, ail, oignon blanc, pain de mie, crème fraîche épaisse, basilic
entree;Gaspacho de Mamy;poivron vert, poivron rouge, poivre, sel, vinaigre de vin, huile d'olive, tomate, ail, pain, eau, concombre, olives vertes
entree;Gaspacho express au Cookeo;tabasco, sucre, vinaigre balsamique, huile d'olive, poivron vert, tomates pelées, concombre, échalote, ail, sel et poivre
entree;Harira, soupe marocaine;huile d'olive, piment fort, gingembre, cumin en poudre, pois chiches, tomates concassées, carotte, courgette, oignon, agneau, poulet, navet, fond, petits pois, lentilles, sel, poivre, farine, coriandre, persil, menthe, céleri, oeuf, citron
entree;La soupe d'Halloween;sel, poivre, huile d'olive, gingembre, oignon, pâtisson, potimarron
entree;La soupe Limbourgeoise de Josje et Jos;poivre, oignon, poireau, carotte, feuille de laurier, pois, pois cassés, échine de porc, cube de bouillon, kub or, céleri, céleri, pomme de terre
entree;La soupe russe de Daniel;sel, cumin, carotte, poireau, oignon, purée de tomate, pomme de terre, céleri, ail, paprika, viande
entree;La vraie soupe au Pistou authentique de Mamichou;huile d'olive, tomate, oignon, poireau, carotte, courgette, haricots verts, pomme de terre, flageolet, ail, parmesan râpé, bouillon de poule, basilic, spaghetti
entree;Ma soupe verte portugaise;sel, poivre, huile d'olive, chou chinois, chorizo, pomme de terre
entree;Mi-cuit de thon façon sushi et compotée de kiwi;gingembre, beurre, steak, kiwi, riz basmati
entree;Mini-feuilletés aux merguez;merguez, brick
entree;Pain de courgettes au basilic;sel, poivre, muscade, huile de tournesol, huile d'olive, gruyère râpé, courgette, oeuf, basilic, ail, crème fraîche épaisse
entree;Pain de légumes rapide;crème fraîche, oeuf, macédoine, gruyère
entree;Pain de saumon rapide;sel, poivre, beurre, saumon, échalote, oeuf, oeuf, biscotte, lait
entree;Pommes de terre au saucisson à l'ail;sel, poivre, farine, beurre, pomme de terre, saucisson à l'ail, lait
entree;POTAGE AUX LEGUMES VARIES;thym, feuille de laurier, poivron rouge, carotte, oignon, courgette, poireau, tomate, chou blanc, bouillon de volaille, céleri
entree;Roses de Noël : légumes et jambon;persil, vinaigre, asperge, tomates cerise, jambon, saumon fumé, betterave, macédoine, mayonnaise, cornichons, salade, fromage
entree;Roulades de mousse de foie gras et magret fumé aux pistaches;poivre, Magret de canard fumé, mousse de foie, pistaches
entree;Salade de fèves, concombre, radis et orange;sel, poivre, gros sel, persil, oignon, huile, orange, fèves, concombre, radis, jaune d'oeuf, citron, ciboulette
entree;Salade de radis aux pommes;radis, pomme, jus de citron, huile de noisette
entree;Saucisson chaud aux pommes de terre et vinaigrette;sel, poivre, persil, oignon, huile d'olive, moutarde de Dijon, vinaigre de vin, saucisson, pomme de terre, Volaille, échalote
entree;saumon à la scandinave 'gravelax';moutarde, aneth, sucre en poudre, gros sel, saumon frais
entree;Soufflé au chou-fleur et gorgonzola;sel, poivre, farine, beurre, chou-fleur, gorgonzola, oeuf, lait, ciboulette
entree;soupe au fenouil et à la courgette;courgette, oignon, fenouil, pomme de terre, kiri
entree;Soupe aux gouganes (Québec);sel, poivre, carotte, céleri, échalote, fèves, orge, lard
entree;Soupe aux trois poivrons;sel, poivre, safran, bouillon de boeuf, huile d'olive, poivron, ail, oeuf, pain
entree;soupe de légumes au cumin et paprika;huile d'olive, oignon, feuille de laurier, poivre, gros sel, cumin, poireau, tomate, poivron rouge, courgette, pomme de terre, navet, céleri, paprika, ail, eau
entree;Soupe de panais et pommes au safran et cumin;sel, poivre, cumin, huile d'olive, oignon, safran, panais, pomme
entree;Soupe de semoule italienne;muscade, eau, Volaille, boeuf, oeuf, semoule moyenne, Parmesan
entree;Soupe froide de melon;melon, citron
entree;Soupe glacée de concombre et houmous;sel, poivre, huile d'olive, concombre, houmous, crème fraîche liquide, ail, ciboulette, estragon, paprika
entree;Soupe glacée de courgette et petits légumes;sel, poivre, huile d'olive, tomate, oignon, courgette, ail, céleri, cube de bouillon, eau, menthe
entree;Soupe paysane à l'os à moelle;oignon, carotte, poireau, navet, pomme de terre, céleri, os à moelle, bouillon de légumes
entree;soupe provençale;fromage râpé, thym, sel, poivre, huile d'olive, tomate, pomme de terre, échalote, olives noires, basilic
entree;Soupe Tibétaine (aubergine-lentille);sel, poivre, cube de bouillon, huile d'olive, curry, lentilles corail, oignon, aubergine, ail, lait de coco, eau
entree;Soupe veggie aux saveurs asiatiques;coriandre, huile de sésame, vermicelles de riz, étoile de badiane, poireau, miel liquide, gingembre, carotte, oignon, tofu, ail, bouillon de légumes, cannelle, sauce soja, margarine, citron
entree;St jacques et betterave poêlée;vinaigre balsamique, fleur de sel, noix de saint-jacques, betterave, mâche, beurre demi-sel, poivre 5 baies
entree;Tartare avocat - thon au sésame;huile de tournesol, coriandre, sel, poivre, huile de sésame, avocat, thon, soja
entree;Tartare de saumon cru, crème de saumon et lentilles;sel, poivre, thym, feuille de laurier, orange, saumon, crème semi-épaisse, citron, basilic, ciboulette, lentilles, vinaigre balsamique, huile
entree;Tartare de saumon minceur;tabasco, persil, saumon, échalote, jus de citron, cornichons
entree;Tartine de poire au roquefort;sel, poivre, huile d'olive, beurre, pain de campagne, poire, roquefort
entree;Tartines du Sud;poivre, persil, oignon, tomate, pain, ail, tapenade, jambon cru, feta, ciboulette
entree;Terrine aux deux dindes (5ème Rencontre Marmiton);persil, quatre-épices, poivre, sel, oignon, dinde, pain de mie, ail, basilic, eau, oeuf
entree;Terrine bicolore épinard saumon;sel, poivre, beurre, gélatine, saumon, épinards, fumet, échalote
entree;Terrine de jambonneau persillé;persil, jambonneau, gelée, échalote, vin blanc sec
entree;Terrine divine de potimarron et pignons;huile d'olive, farine, potimarron, lait, oeuf, gruyère, crème liquide, olives vertes, pignons
entree;Terrine froide de poivrons au chèvre frais;cumin, sel, poivre, vinaigre balsamique, poivron, chèvre frais, gelée au madère
entree;Toasts de foie gras à la gelée de mangue;poivre, fleur de sel, gélatine, pain d'épices, Foie gras, mangue, vin blanc, pistaches
entree;Tourte aux carottes et aux poireaux;carotte, poireau, pâte feuilletée, crème fraîche épaisse
entree;Triangles du soleil : Bricks au confit de courgettes, poulet et...;sel, poivre, huile d'olive, tomate séchée, poivron rouge, courgette, blanc de poulet, paprika, brick
entree;Velouté de céleri à la noisette et copeaux de bacon grillés;beurre, oignon, céleri, lait, crème liquide, bouillon, bacon, noisettes
entree;Velouté de champignons de Paris;sel, poivre, crème fraîche, champignons de Paris, eau, Parmesan
entree;Velouté de dragon à la menthe;coriandre, poivre, courgette, lentilles corail, pomme de terre, radis, menthe, cube de bouillon
entree;Velouté de laitue aux noisettes;oignon, beurre, crème fraîche, noisettes, laitue, jaune d'oeuf, bouillon
entree;Bricks au boeuf façon orientale;poivre, huile d'olive, Ras el Hanout, oignon, boeuf haché, brick
entree;Carpaccio de magret de canard;huile d'olive, sel, poivre, Magret de Canard, citronnelle, crème, citron vert
entree;Feuille de brick délice;moutarde à l'ancienne, tomate, brique, camembert, brique, mâche, roquette, sel, poivre, vinaigre, huile de noix
entree;Flan de courgette surimi au micro-ondes;huile, sel, gruyère râpé, oignon, courgette, oeuf, surimi
entree;Flan de légumes d'été;sel, poivre, fromage râpé, huile d'olive, oignon, poivron vert, tomate, courgette, ail, jambon, oeuf, lait, estragon
entree;potage pour fin bec.;sel, poivre, courgette, oignon, poivron, boursin, cube de bouillon
entree;Raviole gourmet;raviole, crème fraîche liquide, Foie gras, canard, gruyère
entree;Salade de betteraves à l'orange;sel, poivre, vinaigre de vin, moutarde de Dijon, cumin, orange, betterave, fenouil, mâche, échalote
entree;Soufflé à la mozzarella et à l'emmental;sel, poivre, lait demi-écrémé, emmental, farine, beurre, mozzarella, blanc d'oeuf
entree;Soupe aux asperges et petits pois;oignon, asperge, petits pois, fromage ail et fines herbes, bouillon de volaille
entree;Soupe d'endives aux champignons;sel, poivre, vin rouge, oignon, champignons de Paris, endive, pomme de terre, eau, jus de citron
entree;Tartine aux saveurs italiennes;sel, poivre, huile d'olive, tomate, pain de campagne, jambon cru, ail, basilic, Parmesan
entree;Tartines au saumon;saumon, pain de campagne, gruyère, fromage de chèvre
entree;Tourte de saumon aux poireaux et aux oeufs durs;poivre, sel, moutarde, crème fraîche, poireau, pâte feuilletée, saumon frais, oeuf, jus de citron, ciboulette
entree;velouté au roquefort;poivre, beurre, maïzena, céleri-rave, roquefort, cube de bouillon, crème fraîche liquide
entree;Amuse bouches feuilletés;pâte feuilletée, poitrine de porc, jaune d'oeuf
entree;Délice de Saumon fumé sur tartare de légumes et crème montée à...;sel, poivre, vinaigre, huile d'olive, tomate, carotte, concombre, citron, saumon fumé, crème fraîche, ail, ciboulette
entree;Maki chèvre oignon poivron;poivron, oignon, sel, sucre, vinaigre de riz, feuille de nori, riz rond, chèvre
entree;oeuf cocotte (rapide);sel, poivre, oeuf, thon, crème liquide, échalote, coulis de tomate
entree;Oeufs cocotte à l'oseille fondu;sel, poivre, crème fraîche, beurre, oeuf, oseille
entree;Potage endives et fenouil;crème fraîche, sel, poivre, muscade, beurre, persil, oignon, poireau, endive, pomme de terre, fenouil, cube de bouillon, cube de bouillon
entree;Artichaut à la romaine par Laurent Mariotte;artichaut, menthe, persil, ail, huile d'olive, citron, sel et poivre
entree;Aumônière de pommes de terre;poivre, chou, pomme de terre, lait, haddock, ciboulette
entree;Aumonières de poire au jambon de bayonne;poivre, jambon cru, poire, pâte feuilletée, roquefort, crème liquide, huile de noisette
entree;Bouillon aux courgettes, ail et basilic;courgette, bouillon de volaille, pâtes, ail, basilic
entree;Bouillon de tomates et céleri;feuille de laurier, sel, poivre, beurre, tomate, oignon, céleri, ail, bouquet garni, basilic
entree;Brick à la viande aux saveurs de l'Orient;sel, poivre, coriandre, oignon, viande hachée, cannelle, brique
entree;Brick de saumon mozzarella tomate;sel, poivre, huile d'olive, tomate, saumon, brick, mozzarella, olives, ciboulette
entree;Bricks croustillantes aubergine et parmesan;huile d'olive, aubergine, brick, Parmesan
entree;Carpaccio de bonite sauce câpre;fleur de sel, huile d'olive, gingembre, bonite, câpres, citronnelle, citron, poivre 5 baies, échalote, wasabi
entree;Carpaccio de coquilles St Jacques;vinaigre balsamique, curry, fleur de sel, huile d'olive, coquille saint-jacques, poivre 5 baies
entree;Chantilly de betterave et saumon fumé;vinaigre de framboise, saumon fumé, betterave, crème fleurette, échalote, ciboulette
