Category;Title;Ingredients
entree;Tartine de figues au chèvre frais;poivre, huile d'olive, persil, figue, baguette, chèvre frais, échalote, ail, ciboulette
entree;Tartines au fromage frais, poivre, curry et miel;miel liquide, curry, poivre, fromage frais, pain
entree;Tartines Hervé;huile d'olive, sel, poivre, gruyère râpé, tomate, baguette, jambon blanc, jambon cru, mayonnaise, chèvre frais, mimolette, basilic
entree;Tomate mozzarella en chaud froid;sel, poivre, vinaigre balsamique, huile d'olive, tomate, tomate, mozzarella, basilic frais
entree;Clafoutis de tomates cerises;sel, poivre, crème fraîche, tomates cerise, brousse, fromage à raclette, oeuf
entree;Flan de courgettes au basilic;sel, poivre, courgette, oeuf, crème fraîche liquide, basilic frais
entree;Flan de saumon fumé;sel, poivre, saumon fumé, yaourt nature, oeuf, lait concentré non sucré
entree;Gratin d'endives et ravioles du Royans;poivre, sel, sucre, beurre, endive, raviole de Royans, crème liquide, bleu, ail
entree;Petits feuilletés à la turque;sel, poivre, aneth, persil, feta, jaune d'oeuf, pâte feuilletée, blanc d'oeuf
entree;Soupe aux broutes;sel, poivre, broute, pomme de terre, jambon, ail
entree;Soupe d'agneau et de légumes (KjÖtzupz);quatre-épices, sel, poivre, carotte, oignon, épaule d'agneau, haricot, chou blanc, riz, flocons d'avoine
entree;Terrine de légumes et quinoa;gingembre, sel, courgette, carotte, quinoa, oeuf, crème épaisse
entree;velouté courgettes betteraves;sel, poivre, courgette, betterave, chorizo, kiri
entree;Millefeuille de betteraves et pommes au chèvre;huile d'olive, betterave, pomme, chèvre
entree;Oeufs cocotte surprise;thym, sel, poivre, gruyère râpé, crème fraîche, oignon, aubergine, courgette, oeuf
entree;Petits feuilletés aux St-Jacques, poireau et bacon;persil, poivre, sel, whisky, beurre, crème fraîche, poireau, pâte feuilletée, coquille saint-jacques, bacon, échalote, jaune d'oeuf, lait
entree;Potage au poulet grec;sel, poivre, oignon, cuisse de poulet, riz, cube de bouillon, ail, citron, oeuf
entree;potage de carotte au roquefort;crème fraîche, sel, poivre, carotte, roquefort
entree;Soupe campagnarde;oignon, poireau, carotte, navet, haricots blancs, chou, queue, oreilles, museau, travers de porc, porc, jambon sec
entree;Soupe céleri rave et navet au boeuf fumé;sel, poivron jaune, poivron rouge, poireau, céleri, navet, pomme de terre, champignons de Paris, chou, fromage ail et fines herbes, boeuf, laurier, cube de bouillon
entree;soupe d'avocat froide;sel, poivre, crème fraîche, avocat, eau, menthe, saumon fumé, citron
entree;Terrine de thon au coulis de poireau;persil, poireau, oeuf, crème fraîche épaisse, thon, ciboulette, câpres
entree;Velouté de butternut à la cannelle au Cooking Chef;poivre, beurre, crème fraîche, oignon, butternut, bouillon, cannelle
entree;Velouté de potiron et boeuf pour bébés;potiron, pomme de terre, boeuf haché, lait maternisé
entree;Gaspacho express au Monsieur Cuisine;tabasco, sucre, vinaigre balsamique, huile d'olive, poivron vert, tomates pelées, concombre, échalote, ail, sel et poivre
entree;Salade légère et vitaminée;sel, poivre, vinaigre, huile d'olive, pamplemousse, pomme, coeur de palmier, salade, cannelle
entree;Aubergines façon mini Pizza de Frédéric;poivron, huile d'olive, aubergine, tomates cerise, basilic frais, Parmesan, olives noires, mozzarella, coulis de tomate
entree;Brick feta / menthe;huile d'arachide, cumin en poudre, sel, poivre, brick, feta, menthe
entree;Ceviche de merlan par Laurent Mariotte;merlan, coriandre, oignon rouge, baies roses, radis, piment de Cayenne, citron vert, gingembre, ail, sel fin
entree;Des épinards délicieux aux oeufs mollets, parmesan et pignons !;beurre, épinards frais, ail, pignons, Parmesan, oeuf, huile, sel, sel, poivre
entree;Feuilleté au jambon et comté;sésame, poivre, moutarde, comté, pâte feuilletée, jambon blanc
entree;Flan de légumes express;muscade, sel, poivre, gruyère râpé, macédoine, oeuf, crème, ciboulette
entree;Flan de pommes de terre et lardons;muscade, sel, poivre, pomme de terre, jaune d'oeuf, lardons fumés, crème fraîche liquide, eau
entree;Foie gras au Cooking Chef;cognac, poivre, fleur de sel, Foie gras
entree;Gambas à l'armoricaine au Monsieur Cuisine;huile d'olive, cognac, crème fraîche, persil, oignon, gambas, échalote, ail, vin blanc, coulis de tomate, sel et poivre
entree;Gaspacho de tomate et de fraise;poivre, sel, vinaigre balsamique, tomate, fraises, basilic
entree;Jambon feuilleté surprise;beurre, crème fraîche, gruyère râpé, pâte feuilletée, jambon, champignons de Paris
entree;Mini clafoutis de légumes au chèvre pour l'apéritif;sel, poivre, huile d'olive, poivron rouge, courgette, farine, oeuf, lait, bûche de chèvre, ciboulette
entree;Mousse de saumon en terrine;poivre, sel, crème fraîche, fromage blanc, persil, gélatine, gelée au madère, saumon, ciboulette, mayonnaise
entree;Oeuf cocotte au bacon au Monsieur Cuisine;crème fraîche, gruyère râpé, oeuf, bacon, sel et poivre
entree;Oeufs durs à la crème;persil, moutarde de Dijon, sel, poivre, crème fraîche, beurre, oeuf, crevettes
entree;Pastèque pizza salée;poivre, vinaigre balsamique, tomate séchée, tomates cerise, pastèque, roquette, oignon rouge, basilic, feta, pignons
entree;Pâté aux pommes de terre de mémé;sel, farine, margarine, oeuf, eau, sel, poivre, persil, pomme de terre, jambon, crème fraîche épaisse
entree;Pâté de porc façon grand mère;porto, sel, thym, oignon, foie, viande, laurier
entree;Petits feuilletés chèvre tomates-cerise;thym, tomates cerise, pâte feuilletée, bûche de chèvre
entree;Salade croquante de ravioles et jambon de parme;huile de friture, huile d'olive, poivre, sel, tomates cerise, raviole, jambon cru, mâche, jus de citron
entree;Soufflé au fromage blanc;muscade, sel, poivre, fromage blanc, oeuf, farine de maïs, crème fraîche épaisse
entree;Soupe à la semoule marocaine très facile;sel, poivre, thym, huile, oignon, semoule, lait, eau
entree;Soupe au céleri, pomme de terre et ail;crème fraîche, céleri, pomme de terre, ail
entree;Soupe au pistou et haricots;huile d'olive, tomate, courgette, haricot, haricot, haricot, pomme de terre, basilic, ail, Parmesan, fromages hollandais, macaroni
entree;SOUPE AUX POIS SECS;poivre, sel, pois, lard, thé, eau
entree;soupe blanchie (ail);sel, poivre, vermicelles, vinaigre de vin, ail, jaune d'oeuf, graisse d'oie, eau
entree;Soupe d'épinards de Valérie;huile d'olive, curry, oignon, épinards frais, lentilles vertes, brique, cube de bouillon, eau
entree;Soupe d'été froide et pas chère !;sel, poivre, huile d'olive, haricots verts, tomates pelées, ail, basilic
entree;Soupe de blettes aux lentilles;cumin, oignon, huile d'olive, sel, poivre, blette, lentilles, jus de citron, ail
entree;Soupe de brocoli champignons et maïs;persil, farine, beurre, oignon, ail, brocoli, champignons de Paris, maïs, bouillon de légumes, crème liquide
entree;Soupe de cocos plats à ma façon;oignon, carotte, thym, pomme de terre, haricots plats, tomates pelées, plat de côte, cuisse de canard, eau
entree;Soupe de légumes au chamango;huile d'olive, piment, poivre, feuille de laurier, thym, gros sel, poireau, carotte, oignon, ail, pomme de terre, potiron, navet, jambon cru, eau
entree;Soupe de petits pois vite fait;sel, poivre, petits pois, échalote, jambon blanc, bouillon de poule, fromage
entree;Soupe de potiron au yaourt;muscade, sel, poivre, beurre, romarin, oignon, potiron, yaourt brassé, vin blanc, cube de bouillon
entree;Soupe de poulet cambodgienne;sucre en poudre, sel, poivre, coriandre, oignon, poulet, citronnelle, feuille de citronnier, ail, échalote, ciboulette, citron
entree;Soupe de régime au miso et au poulet;carotte, oignon, huile d'olive, vinaigre de riz, gingembre, miso, sauce soja, bouillon de légumes, blanc de poulet, ail, haricots mungo, nouilles chinoises, nuoc mam
entree;Soupe façon pot-au-feu;sel, poivre, huile, bouillon de boeuf, carotte, poireau, oignon, céleri, navet, bouquet garni, concentré de tomates
entree;Soupe froide betterave et concombre pour l'été;poivre, sel, yaourt, betterave, concombre, ail, citron, herbes aromatiques
entree;Soupe lorraine aux haricots coco;farine, carotte, haricots coco, margarine, crème allégée
entree;Tartare au saumon fumé sauce yaourt ciboulette;poivre, huile d'olive, moutarde, yaourt, jaune d'oeuf, ciboulette, citron, baguette, saumon fumé
entree;Tartare de thon;sel, poivre, tabasco, huile d'olive, persil, tomates cerise, thon, roquette, oignon blanc, cornichons, câpres, cerfeuil, jus de citron
entree;Tartare de thon et concombre à la crème;sel, poivre, huile d'olive, crème fraîche, thon rouge, concombre, ail, cerfeuil, ciboulette, citron, roquette, pain de campagne, baies roses
entree;Tartine chèvre, mâche et échalotes confites;sucre en poudre, beurre, miel, pain de campagne, chèvre, mâche, échalote, eau
entree;Tartine poulet curry 5 min;curry, crème fraîche épaisse, poulet, pain, mozzarella
entree;Tartines à la crème de champignons et au comté;sel, poivre, beurre, comté, crème fraîche, pain de campagne, champignons de Paris, morilles, ciboulette
entree;Tartines montagnardes;reblochon, oignon, pain de campagne, lardons fumés, crème fraîche épaisse
entree;Tartines thon oeufs mayonnaise;oeuf, thon, mayonnaise, pain
entree;Terrine de brochet et saumon;sel, poivre, beurre, saumon, brochet, crème fraîche épaisse, oeuf
entree;Terrine de canard à l'orange;sel, poivre, thym, cognac, orange, canard, échine de porc, barde de lard, marmelade d'orange, échalote, ail, biscotte, laurier, oeuf, gelée
entree;Terrine de foie gras aux morilles;poivre, sel, beurre, Foie gras, morilles
entree;Terrine de jambon;sel, poivre, persil, cognac, jambon, boursin, fromage frais, jus de citron, ciboulette
entree;Terrine de sandre par Laurent Mariotte;sandre, nage, pomme de terre, câpres au vinaigre, persil, mayonnaise, gélatine, sel, poivre
entree;Tourte aux épinards et aux oeufs durs;sel, poivre, muscade, pâte brisée, pâte feuilletée, épinards, oeuf, ricotta
entree;Tourte saumon et pomme de terre;sel, poivre, saumon, pâte feuilletée, pomme de terre, champignons de Paris, crème fraîche liquide, lait
entree;Velouté de potimarron et butternut;muscade, poivre, sel, potimarron, butternut, lait, crème semi-épaisse
entree;Velouté de tomates, courgettes et poireaux;persil, huile d'olive, sel, épices, poireau, courgette, tomate, cube de bouillon, eau
entree;Velouté de champignons à la crème;sel, poivre, persil, crème fraîche, beurre, champignons de Paris, eau, crème, jaune d'oeuf
entree;Velouté de cresson;crème fraîche, beurre, cresson, eau, cube de bouillon
entree;Boulettes de viande façon oeuf cocotte;sel, poivre, huile, coriandre, oeuf de caille, viande hachée, chapelure
entree;Cocottes fromage, bacon, pommes et miel;beurre, vinaigre de framboise, miel liquide, thym, tome de brebis, fond, pomme, bacon, cerneau de noix, huile de noix
entree;Marinade d'oignon rouge et radis noir;sel, poivre, vinaigre de cidre, huile d'olive, vin rouge, oignon rouge, radis, ail, citron
entree;Tartare de poisson frais facon sushi;sel, poivre, coriandre, huile de sésame, gingembre, saumon frais, thon, échalote, wasabi, citron vert
entree;Flan de thon aux asperges pour les allergiques à tout (sans œuf, ...;maïzena, moutarde, asperge, thon, savora
entree;Pain de poisson facile;persil, crème fraîche, gruyère râpé, thon, crabe, saumon, oeuf, sel et poivre
entree;Soupe au curry;crème fraîche, cube de bouillon, tabasco, curry, feuille de laurier, carotte, oignon, jus de citron, ail, eau, matière grasse
entree;Soupe de tomate vite faite;huile d'olive, poivre, sel, bouillon de légumes, tomates pelées, oignon blanc, ail, basilic
entree;Tartare saumon fumé et truite;sel, poivre, beurre tendre, huile d'olive, truite, saumon fumé, jaune d'oeuf, citron, yaourt nature, ciboulette
entree;Bouillon de ravioles aux petits légumes;poireau, carotte, raviole, navet, Parmesan, origan, poulet, coriandre en grains, cube de bouillon
entree;Bruschetta feta tomate;huile d'olive, vinaigre balsamique, tomates cerise, ail, feta, pain, sel et poivre
entree;Burger feuilleté;poivre, sel, huile d'olive, pâte feuilletée, salade, oignon rouge, cheddar, steak, ketchup
entree;Caviar d'aubergine express au fromage blanc (Dip);sel, poivre, huile d'olive, fromage blanc, aubergine, citron, basilic, ail
entree;Cheese cake courgettes parmesan;beurre, crackers salés U, courgette U Bio, fromage frais, ricotta, parmesan râpé, oeuf, huile d'olive, farine, thym, poivre
entree;Conserve de thon rouge facile;sel, poivre, huile, oignon, thon rouge, citron
entree;Minestrone de mini-légumes;poivre, sel, huile d'olive, romarin, thym, oignon, courgette, carotte, chou, chou-fleur, chou, coco de paimpol, navet, ail, basilic
entree;Oeufs cocotte endives roquefort;sel, poivre, crème fraîche, persil, oeuf, endive, roquefort
entree;Soupe de cosses de petits pois par Laurent Mariotte;cosses de petits pois, oignon, huile d'olive, menthe, gros sel, bouillon de volaille
entree;Terrine de courgettes;sel, poivre, persil, maïzena, oignon, courgette, oeuf, citron, ail, eau
entree;Cake aux olives vertes et au saucisson à l'ail;levure chimique, huile d'olive, gruyère râpé, farine, oeuf, saucisson à l'ail, lait, olives vertes
entree;Garbure au Jambon de Bayonne;huile, beurre, sel, poivre, coriandre, feuille de laurier, oignon, poireau, carotte, jambon cru, pain de campagne, haricot, fèves, pomme de terre, navet, chou, potiron, ail, petit piment
entree;Gaspacho express au Cooking Chef;tabasco, sucre, vinaigre balsamique, huile d'olive, poivron vert, tomates pelées, concombre, échalote, ail, sel et poivre
entree;Oeuf cocotte au rôti de porc;sel, poivre, gruyère râpé, crème fraîche, oeuf, rôti de porc
entree;Papeton  de courgette;huile, poivre, farine, courgette, pomme de terre, oignon nouveau, oeuf, Parmesan
entree;Soupe carottes et butternut à la crème fraîche 0%;poivre, crème fraîche, carotte, courge, eau, cube de bouillon
entree;Soupe épaisse quinoa poisson;huile d'olive, aneth, persil, safran, pois chiches, poireau, poisson, quinoa, pomme de terre, bouillon de volaille, câpres, zeste de citron, sel et poivre
entree;Soupe Méditerranéenne;oignon, sucre, tomates concassées, courgette, aubergine, cube de bouillon, eau
entree;Tartare de sardines à la vodka, émulsion de citron vert;crème fraîche, huile d'olive, sel, poivre, coriandre, sardine, vodka, citron vert, ciboulette
entree;Tartines de pesto de petits pois à la ricotta;sel, poivre, huile d'olive, baguette, petits pois, ail, ricotta, citron, parmesan râpé
entree;Tartines gratinées express;huile d'olive, moutarde, tomate, baguette, jambon blanc, gruyère
entree;Terrine de sanglier aux trompettes de la mort;feuille de laurier, poivre, sel, sanglier, porc, oeuf, ail, genièvre, olives noires, trompette de la mort, crépine, gelée
entree;Velouté de courgettes au Saint-Agur;huile d'olive, oignon, courgette, cube de bouillon, Fromage Saint Agur, ail, échalote, basilic
entree;"Brick aux légumes ""antipastis"" et mozzarella";sel, poivre, tomate séchée, brick, mozzarella, coeur d'artichaut, basilic, ail, échalote
entree;Bricks à la viande;huile d'olive, sel, poivre, persil, oignon, viande hachée, menthe, oeuf, brick, salade
entree;Bricks au chèvre et jambon cru;brick, jambon cru, chèvre, chèvre frais
entree;Bricks au saumon fumé, pomme de terre et petits oignons caramélisés;poivre blanc, curry, aneth, oignon, brick, pomme de terre, saumon fumé, fromage de chèvre, poudre de colombo
entree;carpaccio de saumon cru à l'aneth;huile d'olive, sel, saumon, poivre en grains
entree;Feuilletés au chèvre et aux pommes;pâte feuilletée, fromage de chèvre, oeuf, pomme, ciboulette
entree;Feuilletés au chèvre, figue et miel;miel, figue, feuilleté, bûche de chèvre, crottin de chèvre
entree;flan de chou-fleur;sauce tomate, sel, poivre, crème fraîche, chou-fleur, oeuf
entree;Foccacia au saumon fumé;saumon fumé La Petite Fabrique du Saumon Fumé®, crème liquide, mascarpone, aneth, grenade, sel, poivre, farine de blé, levure de boulanger, eau, fleur de sel, huile d'olive, blanc de poireau, huile, huile d'olive, fleur de sel, eau
entree;Pain de légumes allégé;muscade, sel, poivre, fromage blanc, légumes, lait écrémé, oeuf
entree;Pain de poisson et saumon fumé;poivre, crème fraîche, saumon fumé, poisson, saumon, oeuf, citron
entree;Pâté de lapin cuit en croûte chaud;feuille de laurier, thym, sel, poivre, persil, oignon, cognac, pâte feuilletée, lapin, chair à saucisse, champignon, vin blanc sec, ail, jaune d'oeuf
entree;Pâté végétal aux champignons;thym, sel, poivre, levure, oignon, huile de palme, échalote, champignons de Paris, biscotte
entree;Ravioli lardons champignons;piment, poivre, sel, farine, oeuf, piment d'Espelette, muscade, sel, poivre, persil, champignons de Paris, cèpes, lardons fumés, échalote, ail, crème liquide, citron, ciboulette, parmesan râpé, crème liquide, parmesan râpé
entree;Roulé feuilleté au boeuf (Turquie);sel, poivre, poivron vert, beurre, oignon, viande hachée, épices à couscous, pâte feuilletée
entree;rouleau de printemps au thon;gingembre, vermicelles de riz, champignon noir, carotte, galette de riz, oignon blanc, germes de soja, thon, mayonnaise, sauce soja, sauce nuoc mam, salade, crevettes
entree;Rouleaux de printemps au surimi râpé;surimi râpé Fleury Michon, feuille de riz, carotte, concombre, radis, laitue, coriandre, sauce soja
entree;Sauce Nuoc Cham (pour salade ou rouleaux de printemps);carotte, sucre, piment, jus de citron, nuoc mam, eau, cacahuète grillée
entree;Soupe betterave coco;sel, poivre, oignon, beurre, betterave, eau, anis étoilé, lait de coco, crevettes
entree;Soupe de courge au fenouil;sel, poivre, coriandre, curry, oignon, courge, fenouil, cube de bouillon, eau
entree;Soupe de lentilles de corail au chorizo;thym, beurre, chorizo, échalote, ail, lentilles, eau
entree;Soupe de poulet à la turque aux vermicelles;sel, poivre, beurre, vermicelles, yaourt nature, jaune d'oeuf, citron, poulet, cube de bouillon
entree;Soupe lentilles courgettes oignons;poivre, sel, huile d'olive, oignon, courgette, lentilles, cube de bouillon
entree;Soupe Miso traditionnelle;mirin, eau, tofu, miso, dashi, échalote
entree;Soupe rapide au micro-ondes;huile d'olive, légumes, cube de bouillon, eau
entree;Soupe veloutée au camembert;sel, poivre, persil, crème fraîche, oignon, pomme de terre, pain de mie, camembert, ail, jaune d'oeuf
entree;Tartare de thon rouge aux agrumes;aneth, orange, huile d'olive, thon rouge, pamplemousse, citron vert, ciboulette, oignon nouveau
entree;Tartines grillées de fromage fort maison (recette bourguignonne);poivre, oignon, yaourt, fromage, fromage, vin blanc, marc, pain de campagne
entree;Terrine de légumes légère;poivre, sel, fromage blanc, carotte, blanc de dinde, macédoine, oeuf, lait, ciboulette
entree;Terrine de saumon simplissime;farine, gruyère râpé, moutarde, crème fraîche, saumon, champignons de Paris, cornichons, oeuf, lait concentré non sucré
entree;Terrine de tomates et poivrons au fromage frais;poivre, sel, tomate, poivron rouge, fromage de chèvre, feta, crème fraîche liquide, jambon cru, basilic
entree;Tourte de grenouilles aux morilles;beurre, crème fraîche, cognac, cuisse de grenouille, morilles, ail, jaune d'oeuf, pâte feuilletée, lait
entree;Velouté de butternut aux trompettes de la mort;gros sel, butternut, crème liquide, noisettes, trompette de la mort, jus de cuisson
entree;Velouté de fanes de carottes;crème fraîche, carotte, oignon, carotte, pomme de terre, cube de bouillon, jaune d'oeuf, eau
entree;Velouté froid de betteraves au Monsieur Cuisine;huile d'olive, yaourt, betterave, concombre, ail, sel et poivre
entree;Potage au persil;sel, poivre, farine, beurre, persil, bouillon, crème, bouquet garni
entree;Sashimi de poisson à la tahitienne;oignon, carotte, poivron rouge, saumon frais, thon, citron vert, citron, brique
entree;Soupe au Cheddar et au Brie (recette Californienne);sel, poivre, crème fraîche, vin, oignon, beurre, pomme, bouillon de poule, cheddar, brie de meaux
entree;Tartines apéro de Fafa;sel, poivre, huile d'olive, lardons, blanc de poireau, vin blanc, Vache qui rit®
entree;Velouté de potiron hivernal (chataigne / noix de muscade);sel, poivre, muscade, oignon, potiron, châtaignes, beurre demi-sel, poulet, crème fraîche épaisse
entree;La recette d'amour de Juliette Delacroix;huile d'olive, gingembre, coriandre, saumon, échalote, mangue, fruit de la passion, avocat, citron, citron vert, sauce soja
entree;Tartare de saumon (simple);sel, poivre, persil, crème fraîche, saumon, herbes, ciboulette
entree;Velouté ' Poudre aux yeux ';sel, poivre, crème fraîche, courgette, Vache qui rit®, ciboulette, cube de bouillon
entree;Brick au champignon à la parisienne;persil, huile d'olive, sel, poivre, vinaigre de cidre, crème fraîche, brick, champignons de Paris, jambon, saumon fumé, ciboulette
entree;Bricks de légumes aux lardons d'Elvire;sel, lardons, persil, oignon, poivron rouge, courgette, beurre, brick, champignon frais, ail, matière grasse
entree;Carpaccio de tomates ananas, radis et concombre;huile d'olive, tomate ananas, concombre, radis, basilic, sel et poivre, pignons
entree;Clafoutis de légumes et lieu noir;emmental, tomate, poivron vert, poivron rouge, courgette, lieu noir, lardons fumés, sel, poivre, huile d'olive, farine, lait demi-écrémé, oeuf, basilic
entree;Feuilleté express;emmental, pâte feuilletée, jambon, jaune d'oeuf
entree;Flan de courgette et son coulis de tomate;huile d'olive, sel, poivre, crème fraîche, farine, gruyère râpé, oignon, courgette, bouillon, oeuf, chapelure, brique, herbes de Provence
entree;Pâté Limousin revisité;purée, persil, pâte à brioche, ail, chair à saucisse, cèpes, jaune d'oeuf
entree;Soupe aux châtaignes et morilles;crème fraîche, persil, lardons, morilles, marrons
entree;Soupe de courge au roquefort;sel, poivre, oignon, courge, pomme de terre, ail, roquefort, cube de bouillon, eau
entree;terrine marbrée tomates mozzarella;huile d'olive, poivre, gros sel, sel, vinaigre de xérès, tomate, mozzarella, basilic frais
entree;Tourte anglaise au poulet, petits pois et champignons;sel, poivre, huile, beurre, oignon, lard fumé, tomate, pâte feuilletée, jaune d'oeuf, poulet, champignon, petits pois, bouquet garni
entree;Velouté de courge musquée aux cèpes;sel, poivre, courge musquée, cèpes, brique
entree;Velouté de légumes au gingembre;huile d'olive, poivre, sel, thym, feuille de laurier, curcuma, gingembre, panais, navet, céleri, pomme de terre, bouillon de légumes, lait
entree;Velouté de topinambours au curry;poivre, curry, carotte, topinambour, pomme de terre, cube de bouillon, fromage frais
entree;Beurre d'escargot très facile;muscade, poivre, sel, persil, beurre doux, ail, échalote
entree;Butterplätzchen - Sablés de Noël;beurre, sel, sucre, farine, jaune d'oeuf, sucre vanillé, jaune d'oeuf, sucre vanillé, chocolat pâtissier
entree;Ceviche de lotte;poivre, sel, huile, coriandre, tomate, lotte, oignon rouge, citron vert
entree;Clafoutis au jambon;muscade, fromage râpé, farine, dés de jambon, oeuf, crème allégée, lait
entree;feuilleté chèvre tomate pesto;tomate, pesto, pâte feuilletée, chèvre frais, jaune d'oeuf
entree;Feuilleté de camembert (facile et rapide);poivre, muscade, pâte feuilletée, jambon, crème fraîche épaisse, camembert
entree;Feuilletés apéro à l'andouille de Vire;moutarde, pâte feuilletée, andouille
entree;Feuilletés saumon fromage frais et aneth;aneth, crème fraîche, pâte feuilletée, saumon, fromage frais, échalote, mozzarella
entree;Flan de poireaux au fromage;sel, poivre, muscade, fromage râpé, beurre, poireau, oeuf, pain, lait
entree;Oeuf cocotte aux noix de pétoncle;poivre, sel, oeuf, crème épaisse, noix de pétoncle, ciboulette
entree;Pain de poisson rapide;sel, poivre, oeuf, saumon, concentré de tomates, crème allégée
entree;Petits soufflés à la pomme de terre au Cookeo;beurre, gruyère râpé, pomme de terre, oeuf, lait, sel et poivre
entree;Sorbet à la betterave rouge;vinaigre balsamique, sucre en poudre, eau, betterave
entree;Soupe de patates douces au chorizo;sel, poivre, curry, huile d'olive, persil, oignon, carotte, céleri, ail, patate douce, chorizo, cube de bouillon, petit piment
entree;Soupe gratinée;fromage râpé, oignon, bouillon, vin blanc sec, pain
entree;Tartare de loup de mer à la mousse d'avocat;sel, huile d'olive, vinaigre de cidre, moutarde de Dijon, loup de mer, avocat, jaune d'oeuf, jus de citron
entree;Tartare de saumon à la gelée de citron vert;gélatine, piment d'Espelette, sel, sucre, jus de citron, piment, sel, gingembre, saumon frais, huile de noisette, échalote, ail, ciboulette, feuilles de coriandre, vinaigre balsamique, tomate, roquette, huile de noisette, noisettes
entree;tartare de saumon frais et fumé (variante);vinaigre balsamique, aneth, poivre, crème fraîche, moutarde, saumon frais, saumon fumé, citron, câpres, échalote, crème fraîche, citron, ciboulette
entree;Terrine de poisson express;sel, poivre, colin, lieu noir, concentré de tomates, oeuf, court-bouillon, ail
entree;Terrine de poulet et petits légumes;vinaigre, moutarde, sel, poivre, huile d'olive, carotte, haricots verts, pois écossés, blanc de poulet, crème fraîche épaisse, jaune d'oeuf, jus de citron, sel, poivre
entree;Tzaziki léger;persil, oignon, fromage blanc, concombre, ail
entree;Velouté petits pois-pommes de terre;poivre, sel, oignon, huile d'olive, ail, petits pois, pomme de terre, bouillon de légumes, roquette, feuilles de coriandre
entree;Aumonières d'escargots au vermouth;sel, poivre, beurre, fond de veau, escargot, brick, échalote, vermouth, jaune d'oeuf, crème liquide
entree;Cassolettes de Saint-Jacques au Monsieur Cuisine;persil, beurre, farine, crème fraîche, whisky, oignon, noix de saint-jacques, crevettes, champignons de Paris, ail, vin blanc, sel et poivre
entree;Chłodnik - Soupe aux radis et betteraves (Pologne);sel, poivre, sucre, aneth, oignon, lait fermenté, crème fraîche épaisse, radis, concombre, betterave, jus de citron, eau, oeuf, viande
entree;Feuilletés chèvre-jambon-miel;miel, pâte feuilletée, bûche de chèvre, jambon blanc, oeuf
entree;Flan au poulet et aux légumes;huile d'olive, poivre, sel, oignon, courgette, carotte, échalote, blanc de poulet, oeuf, crème fraîche liquide, lait
entree;Flan de caviar d'aubergines;sel, poivre, piment d'Espelette, vinaigre, vinaigre balsamique, huile d'olive, aubergine, oeuf, ail, concentré de tomates, basilic frais
entree;Gratin de ravioles à la coppa;fromage râpé, tomate, raviole, coppa
entree;Pancakes fourrés au jambon et fromage raclette;sucre, sel, levure chimique, beurre, farine, oeuf, lait, raclette, jambon blanc
entree;Pâté de lapin stérilisé façon Raphaël;huile d'olive, piment, poivre, sel, oignon, lapin, épaule, lard, échalote, ail, vin blanc sec
entree;Potage Shrek (pois cassés, salade, poireau);huile d'olive, crème fraîche, sel, carotte, poireau, pois cassés, salade
entree;Saucisson de Lyon aux lentilles;thym, feuille de laurier, poivre, sel, moutarde, oignon, carotte, saucisson, lentilles, lardons fumés, bouquet garni
entree;Saucisson en brioche;crème fraîche, levure, farine, oeuf, saucisson à l'ail
entree;soupe d'orties de ma maman;crème fraîche, ortie, pomme de terre
entree;Soupe de citrouille aux chanterelles;beurre, sel, poivre, citrouille, chanterelle, ail
entree;Soupe de légumes aux épices espagnoles;huile d'olive, épices, poireau, carotte, navet, pomme de terre, cube de bouillon, eau
entree;Soupe glacée de petits pois et chips de coppa;huile d'olive, sel, poivre, petits pois, crème fleurette, coppa
entree;Terrine chou-fleur jambon;jambon, poitrine fumée, oeuf, crème fraîche épaisse, chou-fleur
entree;Velouté de champignons express et à petit prix;beurre, farine, champignons de Paris, cube de bouillon, lait, ciboulette
entree;Velouté de poireaux au pesto;poivre, pesto, bouillon, poireau, pomme de terre, croûtons
entree;Velouté poivré de courgettes;courgette, eau, bouillon de légumes, fromage frais, ricotta, crème épaisse
entree;Tarte facile aux légumes;sel, poivre, gruyère râpé, crème fraîche, oignon, carotte, poivron, poireau, courgette, échalote, pâte feuilletée, oeuf
entree;ABRICOTS FOURRES AU FOIE GRAS;abricot, Foie gras
entree;Brick chorizo & mozzarella;huile d'olive, tomate, brick, chorizo, mozzarella, basilic
entree;Bricks de roquefort aux poires;brick, roquefort, poire
entree;Bricks de topinambours au miel et chèvre frais;miel liquide, brick, chèvre frais, topinambour
entree;Feuilleté au brie et lardons;sel, poivre, oignon, lardons, huile d'olive, pâte feuilletée, pomme de terre, brie de meaux, crème liquide
entree;Feuilleté au chorizo mozzarella oignon tomate;poivre, poivron rouge, oignon, pâte feuilletée, chorizo, mozzarella, concentré de tomates
entree;Feuilletés aux grenouilles;sel, poivre, beurre, beurre, cuisse de grenouille, pâte feuilletée, beurre d'escargot, crème, pastis, citron, julienne, jaune d'oeuf
entree;Flan de courgette rapide à la ricotta;poivre, sel, cumin, muscade, comté, maïzena, courgette, ricotta, lait, oeuf
entree;La vraie soupe corse;thym, oignon, haricot, pancetta, jambon, pomme de terre, ail, laurier, coulis de tomate, nouilles
